,image_id,class_id,x_min,y_min,x_max,y_max
5402,1aef7fa409ee0cb4579032577e02e9cb,9,159.0,228.0,437.0,677.0
5403,1aef7fa409ee0cb4579032577e02e9cb,9,283.0,197.0,432.0,349.0
5404,1aef7fa409ee0cb4579032577e02e9cb,13,159.0,228.0,437.0,677.0
5405,1aef7fa409ee0cb4579032577e02e9cb,13,640.0,388.0,828.0,730.0
5406,1aef7fa409ee0cb4579032577e02e9cb,11,286.0,176.0,378.0,225.0
5407,a1375f9466915186308ef31e0766db3f,8,512.0,133.0,575.0,171.0
5408,a1375f9466915186308ef31e0766db3f,8,558.0,207.0,606.0,238.0
5409,a1375f9466915186308ef31e0766db3f,9,371.0,290.0,430.0,332.0
5410,a1375f9466915186308ef31e0766db3f,9,352.0,424.0,482.0,550.0
5411,a1375f9466915186308ef31e0766db3f,9,357.0,360.0,444.0,407.0
5412,a1375f9466915186308ef31e0766db3f,9,361.0,211.0,447.0,254.0
5413,a1375f9466915186308ef31e0766db3f,9,339.0,175.0,488.0,569.0
5414,a1375f9466915186308ef31e0766db3f,3,237.0,459.0,687.0,641.0
5415,a1375f9466915186308ef31e0766db3f,11,631.0,608.0,754.0,718.0
5416,a1375f9466915186308ef31e0766db3f,10,698.0,628.0,758.0,696.0
5417,7f96d122bf50434dcfd3dd9b16d2c05f,0,419.0,273.0,554.0,445.0
5418,7f96d122bf50434dcfd3dd9b16d2c05f,5,543.0,429.0,736.0,735.0
5419,7f96d122bf50434dcfd3dd9b16d2c05f,5,539.0,207.0,758.0,786.0
5420,7f96d122bf50434dcfd3dd9b16d2c05f,5,124.0,450.0,309.0,651.0
5421,7f96d122bf50434dcfd3dd9b16d2c05f,5,75.0,226.0,342.0,674.0
5422,7f96d122bf50434dcfd3dd9b16d2c05f,9,124.0,450.0,309.0,651.0
5423,7f96d122bf50434dcfd3dd9b16d2c05f,9,589.0,512.0,749.0,734.0
5424,7f96d122bf50434dcfd3dd9b16d2c05f,13,212.0,176.0,344.0,355.0
5425,1cec183870c936178be89a81da2cc7fc,0,449.0,321.0,550.0,465.0
5426,1cec183870c936178be89a81da2cc7fc,3,306.0,537.0,642.0,695.0
5427,1cec183870c936178be89a81da2cc7fc,11,500.0,252.0,562.0,270.0
5428,1cec183870c936178be89a81da2cc7fc,11,340.0,241.0,412.0,278.0
5429,a9d62204bf898b94d63107c6f51893ca,0,542.0,343.0,645.0,482.0
5430,a9d62204bf898b94d63107c6f51893ca,3,416.0,630.0,803.0,740.0
5431,1d2cef0157f477b7b635a86a85b6f9e4,0,379.0,220.0,472.0,323.0
5432,1d2cef0157f477b7b635a86a85b6f9e4,4,491.0,159.0,658.0,612.0
5433,1d2cef0157f477b7b635a86a85b6f9e4,4,139.0,272.0,306.0,541.0
5434,1d2cef0157f477b7b635a86a85b6f9e4,6,131.0,185.0,325.0,560.0
5435,1d2cef0157f477b7b635a86a85b6f9e4,6,491.0,159.0,658.0,612.0
5436,1d2cef0157f477b7b635a86a85b6f9e4,10,144.0,607.0,169.0,639.0
5437,1d2cef0157f477b7b635a86a85b6f9e4,10,129.0,499.0,189.0,594.0
5438,1d2cef0157f477b7b635a86a85b6f9e4,13,180.0,202.0,300.0,328.0
5439,1d2cef0157f477b7b635a86a85b6f9e4,13,491.0,159.0,658.0,612.0
5440,1d2cef0157f477b7b635a86a85b6f9e4,13,173.0,293.0,269.0,331.0
5441,1d2cef0157f477b7b635a86a85b6f9e4,7,139.0,272.0,306.0,541.0
5442,1d2cef0157f477b7b635a86a85b6f9e4,11,144.0,607.0,169.0,639.0
5443,9943805f08872ab64d994fc84ff1b25d,0,313.0,149.0,382.0,217.0
5444,9943805f08872ab64d994fc84ff1b25d,4,67.0,253.0,230.0,347.0
5445,9943805f08872ab64d994fc84ff1b25d,6,58.0,156.0,246.0,438.0
5446,9943805f08872ab64d994fc84ff1b25d,7,124.0,361.0,159.0,401.0
5447,9943805f08872ab64d994fc84ff1b25d,7,118.0,94.0,225.0,129.0
5448,9943805f08872ab64d994fc84ff1b25d,7,67.0,253.0,230.0,347.0
5449,9943805f08872ab64d994fc84ff1b25d,8,124.0,361.0,159.0,401.0
5450,9943805f08872ab64d994fc84ff1b25d,11,118.0,94.0,225.0,129.0
5451,9943805f08872ab64d994fc84ff1b25d,11,136.0,412.0,163.0,431.0
5452,9943805f08872ab64d994fc84ff1b25d,11,124.0,88.0,263.0,141.0
5453,9943805f08872ab64d994fc84ff1b25d,13,58.0,156.0,246.0,438.0
5454,2229148faa205e881cf0d932755c9e40,11,427.0,132.0,640.0,274.0
5455,2229148faa205e881cf0d932755c9e40,11,99.0,126.0,317.0,305.0
5456,2229148faa205e881cf0d932755c9e40,11,493.0,131.0,605.0,201.0
5457,2229148faa205e881cf0d932755c9e40,11,433.0,123.0,628.0,214.0
5458,2229148faa205e881cf0d932755c9e40,11,90.0,183.0,175.0,321.0
5459,2229148faa205e881cf0d932755c9e40,13,115.0,280.0,225.0,380.0
5460,2229148faa205e881cf0d932755c9e40,13,207.0,190.0,299.0,286.0
5461,2229148faa205e881cf0d932755c9e40,13,555.0,226.0,630.0,304.0
5462,2229148faa205e881cf0d932755c9e40,13,174.0,134.0,293.0,249.0
5463,2229148faa205e881cf0d932755c9e40,7,174.0,134.0,293.0,249.0
5464,2229148faa205e881cf0d932755c9e40,3,245.0,556.0,581.0,685.0
5465,8fe0e719bc142d9327cb86cc28e82b03,0,386.0,211.0,477.0,332.0
5466,8fe0e719bc142d9327cb86cc28e82b03,6,562.0,487.0,658.0,565.0
5467,8fe0e719bc142d9327cb86cc28e82b03,6,143.0,452.0,258.0,520.0
5468,8fe0e719bc142d9327cb86cc28e82b03,7,164.0,412.0,307.0,528.0
5469,8fe0e719bc142d9327cb86cc28e82b03,7,551.0,489.0,660.0,568.0
5470,8fe0e719bc142d9327cb86cc28e82b03,7,500.0,464.0,655.0,571.0
5471,8fe0e719bc142d9327cb86cc28e82b03,11,467.0,125.0,552.0,153.0
5472,8fe0e719bc142d9327cb86cc28e82b03,11,198.0,142.0,283.0,157.0
5473,b2a0d46de6a845624835477b8207cbe8,0,514.0,329.0,616.0,427.0
5474,b2a0d46de6a845624835477b8207cbe8,3,373.0,609.0,745.0,774.0
5475,b2a0d46de6a845624835477b8207cbe8,13,257.0,356.0,314.0,375.0
5476,b2a0d46de6a845624835477b8207cbe8,9,253.0,358.0,313.0,373.0
5477,2f4573aa154b6ee5f4ba4dc90626f5ec,5,620.0,218.0,805.0,686.0
5478,2f4573aa154b6ee5f4ba4dc90626f5ec,5,267.0,343.0,420.0,642.0
5479,2f4573aa154b6ee5f4ba4dc90626f5ec,6,602.0,211.0,752.0,539.0
5480,2f4573aa154b6ee5f4ba4dc90626f5ec,6,268.0,201.0,445.0,623.0
5481,2f4573aa154b6ee5f4ba4dc90626f5ec,6,634.0,217.0,800.0,666.0
5482,2f4573aa154b6ee5f4ba4dc90626f5ec,6,298.0,210.0,437.0,319.0
5483,2f4573aa154b6ee5f4ba4dc90626f5ec,11,567.0,137.0,730.0,217.0
5484,2f4573aa154b6ee5f4ba4dc90626f5ec,13,298.0,210.0,437.0,319.0
5485,2f4573aa154b6ee5f4ba4dc90626f5ec,13,602.0,211.0,752.0,539.0
5486,2f4573aa154b6ee5f4ba4dc90626f5ec,13,268.0,201.0,445.0,623.0
5487,2f4573aa154b6ee5f4ba4dc90626f5ec,13,634.0,217.0,800.0,666.0
5488,2f4573aa154b6ee5f4ba4dc90626f5ec,13,277.0,345.0,354.0,604.0
5489,2f4573aa154b6ee5f4ba4dc90626f5ec,1,602.0,211.0,752.0,539.0
5490,3f3acd7f9f383c01b4392b8dd8bb8f10,0,321.0,252.0,431.0,386.0
5491,3f3acd7f9f383c01b4392b8dd8bb8f10,0,344.0,242.0,429.0,339.0
5492,3f3acd7f9f383c01b4392b8dd8bb8f10,6,41.0,242.0,256.0,480.0
5493,3f3acd7f9f383c01b4392b8dd8bb8f10,6,59.0,228.0,181.0,368.0
5494,3f3acd7f9f383c01b4392b8dd8bb8f10,7,20.0,154.0,233.0,493.0
5495,3f3acd7f9f383c01b4392b8dd8bb8f10,11,125.0,109.0,220.0,187.0
5496,3f3acd7f9f383c01b4392b8dd8bb8f10,4,41.0,374.0,269.0,532.0
5497,3f3acd7f9f383c01b4392b8dd8bb8f10,10,0.0,475.0,38.0,558.0
5498,bd23539b8fb116791fe16b9854601c1a,11,533.0,203.0,560.0,234.0
5499,bd23539b8fb116791fe16b9854601c1a,11,518.0,179.0,554.0,233.0
5500,bd23539b8fb116791fe16b9854601c1a,13,522.0,254.0,545.0,281.0
5501,bd23539b8fb116791fe16b9854601c1a,13,501.0,225.0,544.0,282.0
5502,bd23539b8fb116791fe16b9854601c1a,8,83.0,327.0,89.0,334.0
5503,bd23539b8fb116791fe16b9854601c1a,0,320.0,280.0,398.0,370.0
5504,bd23539b8fb116791fe16b9854601c1a,7,522.0,254.0,545.0,281.0
5505,f5eb3e7e9ee9c4d08377de30251a94e2,10,592.0,517.0,621.0,562.0
5506,f5eb3e7e9ee9c4d08377de30251a94e2,10,531.0,434.0,636.0,583.0
5507,f5eb3e7e9ee9c4d08377de30251a94e2,11,592.0,517.0,621.0,562.0
5508,f5eb3e7e9ee9c4d08377de30251a94e2,11,531.0,434.0,636.0,583.0
5509,f5eb3e7e9ee9c4d08377de30251a94e2,13,171.0,353.0,239.0,397.0
5510,f5eb3e7e9ee9c4d08377de30251a94e2,13,170.0,354.0,267.0,450.0
5511,f5eb3e7e9ee9c4d08377de30251a94e2,7,558.0,471.0,620.0,542.0
5512,f5eb3e7e9ee9c4d08377de30251a94e2,9,170.0,352.0,216.0,396.0
5513,f5eb3e7e9ee9c4d08377de30251a94e2,0,394.0,183.0,462.0,268.0
5514,a077f8b8a0f82348128918516eacff8a,3,384.0,565.0,730.0,688.0
5515,a077f8b8a0f82348128918516eacff8a,0,470.0,251.0,560.0,350.0
5516,c2c54eed2dd73e20ef0e5af5a4aa1feb,0,407.0,253.0,520.0,391.0
5517,c2c54eed2dd73e20ef0e5af5a4aa1feb,0,437.0,262.0,511.0,365.0
5518,c2c54eed2dd73e20ef0e5af5a4aa1feb,11,244.0,160.0,308.0,182.0
5519,c2c54eed2dd73e20ef0e5af5a4aa1feb,11,564.0,173.0,616.0,208.0
5520,c2c54eed2dd73e20ef0e5af5a4aa1feb,13,140.0,349.0,184.0,370.0
5521,c2c54eed2dd73e20ef0e5af5a4aa1feb,13,175.0,510.0,237.0,541.0
5522,522dea0833b59836405679f464299eac,5,567.0,139.0,770.0,544.0
5523,522dea0833b59836405679f464299eac,5,237.0,123.0,450.0,573.0
5524,522dea0833b59836405679f464299eac,6,247.0,37.0,794.0,682.0
5525,522dea0833b59836405679f464299eac,6,569.0,112.0,774.0,650.0
5526,522dea0833b59836405679f464299eac,6,245.0,103.0,466.0,609.0
5527,522dea0833b59836405679f464299eac,9,567.0,139.0,770.0,544.0
5528,522dea0833b59836405679f464299eac,9,237.0,123.0,450.0,573.0
5529,522dea0833b59836405679f464299eac,10,748.0,686.0,796.0,750.0
5530,522dea0833b59836405679f464299eac,10,248.0,674.0,289.0,726.0
5531,522dea0833b59836405679f464299eac,10,762.0,669.0,802.0,732.0
5532,522dea0833b59836405679f464299eac,11,248.0,674.0,289.0,726.0
5533,522dea0833b59836405679f464299eac,11,689.0,131.0,786.0,294.0
5534,522dea0833b59836405679f464299eac,11,554.0,34.0,702.0,114.0
5535,522dea0833b59836405679f464299eac,11,762.0,669.0,802.0,732.0
5536,522dea0833b59836405679f464299eac,11,330.0,56.0,474.0,113.0
5537,522dea0833b59836405679f464299eac,11,565.0,59.0,713.0,146.0
5538,522dea0833b59836405679f464299eac,11,748.0,686.0,796.0,750.0
5539,522dea0833b59836405679f464299eac,11,756.0,675.0,787.0,741.0
5540,522dea0833b59836405679f464299eac,11,240.0,117.0,309.0,474.0
5541,522dea0833b59836405679f464299eac,13,253.0,313.0,452.0,450.0
5542,522dea0833b59836405679f464299eac,13,237.0,123.0,450.0,573.0
5543,522dea0833b59836405679f464299eac,13,567.0,139.0,770.0,544.0
5544,522dea0833b59836405679f464299eac,1,567.0,139.0,770.0,544.0
5545,f3ae85dcad0b8befecc06e496f3c4263,10,730.0,864.0,750.0,919.0
5546,f3ae85dcad0b8befecc06e496f3c4263,10,94.0,715.0,143.0,792.0
5547,f3ae85dcad0b8befecc06e496f3c4263,10,81.0,721.0,324.0,809.0
5548,f3ae85dcad0b8befecc06e496f3c4263,11,95.0,710.0,135.0,809.0
5549,f3ae85dcad0b8befecc06e496f3c4263,11,300.0,89.0,409.0,120.0
5550,f3ae85dcad0b8befecc06e496f3c4263,11,730.0,864.0,750.0,919.0
5551,f3ae85dcad0b8befecc06e496f3c4263,11,267.0,93.0,357.0,136.0
5552,f3ae85dcad0b8befecc06e496f3c4263,0,467.0,252.0,559.0,349.0
5553,e8d9fffe6ef4c59d01e8e64cf5c7466c,0,355.0,345.0,475.0,478.0
5554,e8d9fffe6ef4c59d01e8e64cf5c7466c,3,243.0,556.0,585.0,686.0
5555,e8d9fffe6ef4c59d01e8e64cf5c7466c,7,477.0,309.0,635.0,663.0
5556,e8d9fffe6ef4c59d01e8e64cf5c7466c,13,121.0,520.0,214.0,570.0
5557,e8d9fffe6ef4c59d01e8e64cf5c7466c,13,116.0,527.0,189.0,552.0
5558,e8d9fffe6ef4c59d01e8e64cf5c7466c,11,382.0,244.0,466.0,289.0
5559,a77bfe2433adc567669ac27ed874b0ed,0,425.0,312.0,534.0,421.0
5560,a77bfe2433adc567669ac27ed874b0ed,3,341.0,541.0,739.0,690.0
5561,a77bfe2433adc567669ac27ed874b0ed,11,734.0,592.0,777.0,661.0
5562,a77bfe2433adc567669ac27ed874b0ed,11,240.0,199.0,367.0,221.0
5563,a77bfe2433adc567669ac27ed874b0ed,11,511.0,200.0,620.0,224.0
5564,a77bfe2433adc567669ac27ed874b0ed,13,182.0,352.0,331.0,490.0
5565,a77bfe2433adc567669ac27ed874b0ed,13,179.0,356.0,246.0,411.0
5566,a77bfe2433adc567669ac27ed874b0ed,10,734.0,592.0,777.0,661.0
5567,7a99127d0a0c6a00aad2115a6ff9e653,7,195.0,196.0,348.0,434.0
5568,7a99127d0a0c6a00aad2115a6ff9e653,10,44.0,168.0,406.0,841.0
5569,7a99127d0a0c6a00aad2115a6ff9e653,4,195.0,224.0,363.0,433.0
5570,8573fa95ec3defbe2dec45d85a5093a1,0,358.0,204.0,464.0,315.0
5571,8573fa95ec3defbe2dec45d85a5093a1,7,78.0,236.0,256.0,370.0
5572,8573fa95ec3defbe2dec45d85a5093a1,7,31.0,244.0,286.0,536.0
5573,8573fa95ec3defbe2dec45d85a5093a1,9,43.0,255.0,237.0,537.0
5574,8573fa95ec3defbe2dec45d85a5093a1,10,7.0,597.0,60.0,714.0
5575,8573fa95ec3defbe2dec45d85a5093a1,12,22.0,35.0,337.0,641.0
5576,8573fa95ec3defbe2dec45d85a5093a1,12,57.0,82.0,335.0,343.0
5577,8573fa95ec3defbe2dec45d85a5093a1,13,46.0,507.0,250.0,587.0
5578,8573fa95ec3defbe2dec45d85a5093a1,13,549.0,222.0,646.0,299.0
5579,8573fa95ec3defbe2dec45d85a5093a1,4,78.0,236.0,256.0,370.0
5580,8573fa95ec3defbe2dec45d85a5093a1,11,7.0,597.0,60.0,714.0
5581,8573fa95ec3defbe2dec45d85a5093a1,6,95.0,213.0,267.0,305.0
5582,8573fa95ec3defbe2dec45d85a5093a1,8,31.0,244.0,286.0,536.0
5583,8833a7356f60fd760f6647555a4d8264,11,113.0,1044.0,171.0,1089.0
5584,8833a7356f60fd760f6647555a4d8264,13,308.0,196.0,389.0,476.0
5585,8833a7356f60fd760f6647555a4d8264,13,318.0,281.0,382.0,416.0
5586,8833a7356f60fd760f6647555a4d8264,0,512.0,356.0,609.0,486.0
5587,8833a7356f60fd760f6647555a4d8264,10,111.0,1020.0,165.0,1094.0
5588,a8234567b95c404365745b9fb0f4859e,0,394.0,308.0,471.0,399.0
5589,a8234567b95c404365745b9fb0f4859e,11,246.0,179.0,325.0,200.0
5590,76339ec8c17dbcdd117914581cee59f5,10,22.0,641.0,113.0,706.0
5591,76339ec8c17dbcdd117914581cee59f5,10,400.0,46.0,737.0,695.0
5592,76339ec8c17dbcdd117914581cee59f5,12,428.0,36.0,594.0,143.0
5593,76339ec8c17dbcdd117914581cee59f5,1,349.0,135.0,723.0,662.0
5594,76339ec8c17dbcdd117914581cee59f5,7,377.0,45.0,738.0,667.0
5595,c8f9493ed65b68adb82000cb7ca7baf3,3,257.0,501.0,529.0,609.0
5596,c8f9493ed65b68adb82000cb7ca7baf3,9,268.0,223.0,348.0,488.0
5597,c8f9493ed65b68adb82000cb7ca7baf3,9,412.0,371.0,483.0,473.0
5598,c8f9493ed65b68adb82000cb7ca7baf3,10,54.0,638.0,86.0,676.0
5599,c8f9493ed65b68adb82000cb7ca7baf3,11,54.0,638.0,86.0,676.0
5600,f78e1c855e003640a3d79723f16f5f1e,0,420.0,165.0,506.0,278.0
5601,f78e1c855e003640a3d79723f16f5f1e,3,295.0,416.0,602.0,526.0
5602,c53c9441ef4e5df63d8dfb34a983900e,0,446.0,190.0,573.0,328.0
5603,c53c9441ef4e5df63d8dfb34a983900e,3,301.0,488.0,713.0,590.0
5604,4b91d54f3170a9c8a757e6acd6c25588,3,294.0,497.0,668.0,664.0
5605,4b91d54f3170a9c8a757e6acd6c25588,4,539.0,143.0,739.0,643.0
5606,4b91d54f3170a9c8a757e6acd6c25588,4,87.0,340.0,212.0,460.0
5607,4b91d54f3170a9c8a757e6acd6c25588,4,613.0,415.0,743.0,537.0
5608,4b91d54f3170a9c8a757e6acd6c25588,4,560.0,139.0,698.0,338.0
5609,4b91d54f3170a9c8a757e6acd6c25588,4,102.0,308.0,275.0,445.0
5610,4b91d54f3170a9c8a757e6acd6c25588,4,82.0,326.0,322.0,624.0
5611,4b91d54f3170a9c8a757e6acd6c25588,6,543.0,145.0,751.0,642.0
5612,4b91d54f3170a9c8a757e6acd6c25588,6,69.0,263.0,343.0,643.0
5613,4b91d54f3170a9c8a757e6acd6c25588,7,82.0,326.0,322.0,624.0
5614,4b91d54f3170a9c8a757e6acd6c25588,7,539.0,143.0,739.0,643.0
5615,4b91d54f3170a9c8a757e6acd6c25588,13,534.0,236.0,751.0,650.0
5616,4b91d54f3170a9c8a757e6acd6c25588,13,81.0,287.0,338.0,674.0
5617,4b91d54f3170a9c8a757e6acd6c25588,5,102.0,308.0,275.0,445.0
5618,4b91d54f3170a9c8a757e6acd6c25588,1,87.0,340.0,212.0,460.0
5619,4b91d54f3170a9c8a757e6acd6c25588,8,87.0,340.0,212.0,460.0
5620,3853062c38f4f0888baef9b1ec0a2331,0,396.0,178.0,488.0,283.0
5621,3853062c38f4f0888baef9b1ec0a2331,3,309.0,416.0,674.0,598.0
5622,3853062c38f4f0888baef9b1ec0a2331,11,10.0,495.0,77.0,599.0
5623,3853062c38f4f0888baef9b1ec0a2331,10,10.0,495.0,77.0,599.0
5624,3853062c38f4f0888baef9b1ec0a2331,7,10.0,495.0,77.0,599.0
5625,30d01b42c2a0495ceea5873455e4c4e4,3,235.0,542.0,554.0,687.0
5626,30d01b42c2a0495ceea5873455e4c4e4,7,94.0,282.0,246.0,561.0
5627,30d01b42c2a0495ceea5873455e4c4e4,11,234.0,178.0,297.0,208.0
5628,30d01b42c2a0495ceea5873455e4c4e4,11,395.0,188.0,463.0,221.0
5629,30d01b42c2a0495ceea5873455e4c4e4,4,115.0,380.0,245.0,501.0
5630,30d01b42c2a0495ceea5873455e4c4e4,13,98.0,338.0,238.0,511.0
5631,30d01b42c2a0495ceea5873455e4c4e4,6,117.0,335.0,250.0,530.0
5632,30d01b42c2a0495ceea5873455e4c4e4,0,352.0,294.0,446.0,392.0
5633,2254df0c59c659c6eec67a73327bc857,0,557.0,194.0,659.0,323.0
5634,2254df0c59c659c6eec67a73327bc857,1,288.0,116.0,490.0,425.0
5635,2254df0c59c659c6eec67a73327bc857,7,279.0,115.0,504.0,390.0
5636,2254df0c59c659c6eec67a73327bc857,10,149.0,656.0,192.0,681.0
5637,2254df0c59c659c6eec67a73327bc857,10,871.0,625.0,898.0,675.0
5638,2254df0c59c659c6eec67a73327bc857,11,149.0,656.0,192.0,681.0
5639,2254df0c59c659c6eec67a73327bc857,11,871.0,625.0,898.0,675.0
5640,2254df0c59c659c6eec67a73327bc857,13,675.0,136.0,775.0,270.0
5641,2254df0c59c659c6eec67a73327bc857,4,289.0,96.0,502.0,393.0
5642,aaf7eca124ab4fd9fc5b7d842a0dfca7,13,129.0,250.0,172.0,296.0
5643,aaf7eca124ab4fd9fc5b7d842a0dfca7,7,126.0,250.0,170.0,285.0
5644,a5a68ae68617df1b6362ed51973e1338,0,421.0,224.0,520.0,356.0
5645,a5a68ae68617df1b6362ed51973e1338,3,279.0,490.0,723.0,679.0
5646,a5a68ae68617df1b6362ed51973e1338,13,652.0,461.0,729.0,484.0
5647,a5a68ae68617df1b6362ed51973e1338,11,465.0,152.0,544.0,199.0
5648,e74856412eeed254480c9d2f78d001d5,3,260.0,561.0,660.0,774.0
5649,e74856412eeed254480c9d2f78d001d5,0,462.0,289.0,561.0,464.0
5650,81b8689df47e19fee5d5a2b104a3f8b1,3,203.0,548.0,705.0,828.0
5651,81b8689df47e19fee5d5a2b104a3f8b1,3,202.0,575.0,690.0,691.0
5652,81b8689df47e19fee5d5a2b104a3f8b1,7,59.0,512.0,225.0,737.0
5653,81b8689df47e19fee5d5a2b104a3f8b1,7,660.0,534.0,788.0,750.0
5654,81b8689df47e19fee5d5a2b104a3f8b1,10,658.0,567.0,785.0,751.0
5655,81b8689df47e19fee5d5a2b104a3f8b1,10,16.0,676.0,97.0,828.0
5656,81b8689df47e19fee5d5a2b104a3f8b1,9,291.0,285.0,362.0,447.0
5657,258b0025af766aa2a485e3221da4b46e,0,370.0,195.0,449.0,259.0
5658,258b0025af766aa2a485e3221da4b46e,0,388.0,195.0,446.0,232.0
5659,258b0025af766aa2a485e3221da4b46e,3,324.0,421.0,590.0,499.0
5660,258b0025af766aa2a485e3221da4b46e,11,255.0,99.0,335.0,123.0
5661,258b0025af766aa2a485e3221da4b46e,11,271.0,110.0,318.0,120.0
5662,258b0025af766aa2a485e3221da4b46e,13,150.0,298.0,261.0,374.0
5663,258b0025af766aa2a485e3221da4b46e,13,164.0,222.0,210.0,259.0
5664,258b0025af766aa2a485e3221da4b46e,13,140.0,275.0,198.0,353.0
5665,258b0025af766aa2a485e3221da4b46e,13,145.0,263.0,317.0,387.0
5666,258b0025af766aa2a485e3221da4b46e,7,176.0,228.0,205.0,255.0
5667,258b0025af766aa2a485e3221da4b46e,5,145.0,263.0,317.0,387.0
5668,258b0025af766aa2a485e3221da4b46e,8,440.0,260.0,456.0,278.0
5669,3b684bf9b1beb9744ac598bb19b6dd6f,0,468.0,194.0,538.0,293.0
5670,3b684bf9b1beb9744ac598bb19b6dd6f,3,325.0,433.0,766.0,605.0
5671,3b684bf9b1beb9744ac598bb19b6dd6f,11,505.0,105.0,575.0,119.0
5672,3b684bf9b1beb9744ac598bb19b6dd6f,11,290.0,103.0,375.0,127.0
5673,d23024cde82d22b8e1cf899c3c0207c7,0,357.0,310.0,440.0,413.0
5674,d23024cde82d22b8e1cf899c3c0207c7,3,252.0,500.0,569.0,618.0
5675,7b6a241b30dfcf7b91c6d6a63d693fd9,3,245.0,491.0,600.0,634.0
5676,7b6a241b30dfcf7b91c6d6a63d693fd9,0,349.0,275.0,433.0,363.0
5677,03810755ae5721d65884360e3bccbf9b,0,392.0,243.0,498.0,354.0
5678,03810755ae5721d65884360e3bccbf9b,3,270.0,542.0,669.0,634.0
5679,bf0ac90b81bd62e7444fbe3142506e3d,0,490.0,212.0,609.0,334.0
5680,bf0ac90b81bd62e7444fbe3142506e3d,3,398.0,558.0,777.0,681.0
5681,bf0ac90b81bd62e7444fbe3142506e3d,5,143.0,200.0,406.0,656.0
5682,bf0ac90b81bd62e7444fbe3142506e3d,5,658.0,260.0,848.0,669.0
5683,bf0ac90b81bd62e7444fbe3142506e3d,11,575.0,28.0,709.0,81.0
5684,bf0ac90b81bd62e7444fbe3142506e3d,11,349.0,51.0,439.0,76.0
5685,bf0ac90b81bd62e7444fbe3142506e3d,11,310.0,50.0,441.0,96.0
5686,2e1571fc9e41f68fcc84b6094d664416,5,82.0,182.0,362.0,603.0
5687,2e1571fc9e41f68fcc84b6094d664416,5,222.0,223.0,341.0,388.0
5688,2e1571fc9e41f68fcc84b6094d664416,5,569.0,266.0,768.0,776.0
5689,2e1571fc9e41f68fcc84b6094d664416,9,569.0,266.0,768.0,776.0
5690,2e1571fc9e41f68fcc84b6094d664416,9,156.0,296.0,196.0,332.0
5691,2e1571fc9e41f68fcc84b6094d664416,9,222.0,223.0,341.0,388.0
5692,2e1571fc9e41f68fcc84b6094d664416,9,110.0,671.0,375.0,874.0
5693,2e1571fc9e41f68fcc84b6094d664416,9,385.0,277.0,528.0,754.0
5694,2e1571fc9e41f68fcc84b6094d664416,13,156.0,296.0,196.0,332.0
5695,2e1571fc9e41f68fcc84b6094d664416,13,158.0,388.0,384.0,670.0
5696,2e1571fc9e41f68fcc84b6094d664416,13,212.0,538.0,290.0,668.0
5697,2e1571fc9e41f68fcc84b6094d664416,11,537.0,129.0,664.0,183.0
5698,2e1571fc9e41f68fcc84b6094d664416,6,159.0,288.0,197.0,340.0
5699,2e1571fc9e41f68fcc84b6094d664416,0,432.0,313.0,546.0,428.0
5700,2e1571fc9e41f68fcc84b6094d664416,1,156.0,296.0,196.0,332.0
5701,d18baf80b9c942af3688e9ddeb3dd18b,5,284.0,649.0,451.0,828.0
5702,d18baf80b9c942af3688e9ddeb3dd18b,5,251.0,477.0,454.0,817.0
5703,d18baf80b9c942af3688e9ddeb3dd18b,6,321.0,659.0,456.0,784.0
5704,d18baf80b9c942af3688e9ddeb3dd18b,11,690.0,134.0,797.0,168.0
5705,d18baf80b9c942af3688e9ddeb3dd18b,7,321.0,659.0,456.0,784.0
5706,2d817e7d481f611ed33a74e5cba97550,3,195.0,627.0,568.0,833.0
5707,2d817e7d481f611ed33a74e5cba97550,7,14.0,581.0,222.0,732.0
5708,2d817e7d481f611ed33a74e5cba97550,13,112.0,374.0,200.0,467.0
5709,2d817e7d481f611ed33a74e5cba97550,0,333.0,401.0,421.0,491.0
5710,43c1e275bc208f31cc3b1a6c8fda1ea7,3,285.0,549.0,675.0,687.0
5711,43c1e275bc208f31cc3b1a6c8fda1ea7,10,712.0,628.0,762.0,722.0
5712,43c1e275bc208f31cc3b1a6c8fda1ea7,11,700.0,610.0,766.0,732.0
5713,92ec72f76087d45365e94f60cd667002,0,459.0,154.0,569.0,292.0
5714,92ec72f76087d45365e94f60cd667002,3,293.0,412.0,672.0,533.0
5715,ed5a8bb58eb699827e3d05b535f28933,0,477.0,246.0,579.0,353.0
5716,e04fc8c293aab8b63db7576e123a7d84,5,109.0,398.0,225.0,685.0
5717,e04fc8c293aab8b63db7576e123a7d84,5,598.0,450.0,717.0,763.0
5718,e04fc8c293aab8b63db7576e123a7d84,5,55.0,611.0,157.0,815.0
5719,e04fc8c293aab8b63db7576e123a7d84,9,55.0,611.0,157.0,815.0
5720,e04fc8c293aab8b63db7576e123a7d84,9,598.0,450.0,717.0,763.0
5721,e04fc8c293aab8b63db7576e123a7d84,9,109.0,398.0,225.0,685.0
5722,e04fc8c293aab8b63db7576e123a7d84,11,161.0,106.0,318.0,186.0
5723,e04fc8c293aab8b63db7576e123a7d84,11,494.0,115.0,649.0,192.0
5724,e04fc8c293aab8b63db7576e123a7d84,11,232.0,108.0,340.0,133.0
